links,links-href,concept,definition
R,https://glossary.infil.net/?l=R,Ranbat,"A common abbreviation for ""ranking battle"", which is a series of tournaments where the players earn points for how they place. At the end of the ranbat schedule, the player with the most cumulative points will be declared the winner. Ranbats are almost always local to a city or region, and are a good excuse for playing games with your friends over the course of a couple months."
R,https://glossary.infil.net/?l=R,Random,"Acting extremely unpredictably and seemingly without a coherent strategy. Calling someone random usually has a tinge of salt behind it, because when it works, it can be pretty frustrating. The world's best players need to throw a bit of randomness into their gameplans to keep opponents off-guard, but don't go too wild or you'll just lose for no reason.  Random can also refer to picking your character using the Random Select feature on the character select screen. In theory you should have an equal chance to play anyone in the game, but in reality you'll get yet another character you don't know how to play for the seventh time in a row."
R,https://glossary.infil.net/?l=R,Raging Demon,"An iconic super for Akuma (and related ""Evil"" characters) in many Street Fighter titles. Akuma travels forward and grabs you, the screen goes dark, and after some rapid-fire hits in the darkness, you appear knocked out on the ground. Akuma then poses with his back to the camera.  The input for this move is bizarre and unique: LP LP forward LK HP. Because you must whiff normal attacks if you wanted to perform this in neutral, good players will often hide the inputs while their character is performing another move, then immediately launch the Demon when the move is complete (or, perhaps, as a kara cancel). It's a scary, high damage attack, especially when given to a high mobility character like Akuma, and it'll often get you when you least expect it."
R,https://glossary.infil.net/?l=R,Rage Art,"A powerful attack introduced in Tekken 7 that is available only when your character is in rage. These are effectively Tekken's supers; your character will freeze the screen and launch an attack that has armor. If the attack hits, you'll start a cinematic where you do a lot of damage. Afterwards, like Rage Drives, you'll be taken out of rage and be unable to use its benefits until the next round. Rage Arts are effective as last-resort attacks when you need to make a big comeback, or as combo finishers after a juggle to close out a round."
R,https://glossary.infil.net/?l=R,Rage Explosion,"A powerful state you can enter in Samurai Shodown that acts as a more powerful version of Max Rage. By pressing A+B+C, you stop the timer and invert the colors on the stage. Your attacks do even more damage than during Max Rage, and in addition to the Weapon Flipping Technique, you'll get access to a new type of super attack called Issen. You can even enter Rage Explosion while you are being hit, giving you access to a Guilty Gear-style Burst mechanic!   The drawback is severe, though. You consume your entire Rage meter, which means when you leave Rage Explosion, whether its time runs out or you land your WFT or Issen, you won't have access to Max Rage for the rest of the match. Be careful about using it too early in the match, or your opponent will be able to fight without fear of your comeback mechanic coming to the rescue."
R,https://glossary.infil.net/?l=R,Rage Drive,"A special, powerful attack introduced in Tekken 7 that is available only when your character is in rage. Your character will flash blue and suddenly launch a strong attack; each character has a unique Rage Drive but they are commonly safe moves that can extend an existing combo or cause a launch. They're kind of similar to one-time-use EX moves. Once you use the attack, you will be taken out of rage and will no longer get the passive damage boost or be able to use your Rage Drive or Rage Art again until the next round."
R,https://glossary.infil.net/?l=R,Range,"A general term to describe how far away the two fighters are, or to talk about a location on the screen. If someone makes an attack whiff, you might say ""they were just out of range"", or if they find a way to make an attack connect just at its tip, you might say ""wow, nice range on that poke"". If you are standing at a distance where a lot of your moves are effective, you'd be ""standing at a good range"".  You can talk about specific points on the screen by using terms like ""close range"" (from point blank to a step or two back), ""mid range"" (somewhere around 1/3 to 2/3 screen away), or ""long range"" (3/4 of the screen away or further). If someone talks about ""ranged fighting"" in the long-distance sense, they're usually talking about zoning. There's lots of uses for this term, but most of them should make reasonable English sense."
R,https://glossary.infil.net/?l=R,Ranbu,"A style of super where your character rushes at the opponent in a straight line and then starts rapidly punching them in place before launching them away. It's most common in the King of Fighters series, specifically Ryo's ""Ryuko Ranbu"" super where the term gets its name."
R,https://glossary.infil.net/?l=R,Randall,"The nickname for the cloud platform which cycles in and out of the Yoshi's Story stage in Smash Bros. Melee and Ultimate. In Melee, this platform rotates on a 20 second timer, always appearing from inside the stage when the final digit in the round timer reads ""4"" (more specifically, it appears at :44, :24, and :04 on the left side of the stage, and :34, :14, and :54 on the right). Because of its predictability, good Smash players will use it as part of their recovery game in clever and creative ways. Why is it called Randall? Sometimes, random forum posts just gain cult status."
R,https://glossary.infil.net/?l=R,Rage,"A comeback mechanic in recent Tekken titles that increases your damage when you are about to be KOed. For Tekken 7, you get a small damage boost when you are under 20% life left, as well as access to your character's Rage Drive and Rage Art abilities. You'll know you're in rage if your health bar is flashing red.  Rage is also a mechanic in recent Super Smash Bros. games. As you accumulate more damage (up to a maximum of 150%), your character's attacks will launch the opponent farther (up to a maximum of 1.1x the distance), although the damage itself does not get a boost. Characters start to smoke after taking 100% damage to remind you that they're becoming a bigger KO threat."
S,https://glossary.infil.net/?l=S,Save That Shit for Nationals,"A phrase that advises players to keep newly found strategies to themselves since it can give them a competitive edge, especially if you surprise everyone with it for the first time at an important tournament. Commonly abbreviated to STSFN. This is a pretty old-school adage, long before Twitter or Youtube were used to share tech easily with everyone in the entire world instantly. Nowadays, typically the communities that share everything they know as soon as they find it end up being the strongest, since it's the fastest way to make everyone better."
S,https://glossary.infil.net/?l=S,Screen Freeze,"The period directly after a super (or certain other powerful techniques) where the game pauses for dramatic effect. Usually the screen gets darker, the camera angle might change, and the character does some special pose. The in-game action stops during this time, and depending on the game, you might be able to use what you see during a screen freeze to your advantage after it's over. They aren't always just for show!"
S,https://glossary.infil.net/?l=S,Sabaki,"An attack in many 3D games, including Virtua Fighter and Tekken, that will automatically parry certain attacks briefly during their startup. In Tekken, the moves they are allowed to parry are almost always limited to fast punches that hit high, like your jab, while in Virtua Fighter, different sabakis are designed to work against highs, mids, lows, and ""styles"" of attacks, like elbows or kicks.  The attack doesn't need to parry anything to work, but it will have the added property of blowing through certain moves in case the opponent was getting antsy and tried to attack. In that sense, it's really comparable to armor in a 2D game, but kinda ""attack-specific"" armor. Similar to the sabaki is the inashi and the reversal (no, not that reversal, the other one)."
S,https://glossary.infil.net/?l=S,Salt,"Intense frustration, typically after losing a game. Fighting game salt is quite pronounced, since its nature as a 1v1 game means you have no one to blame for your loss than yourself. Of course, this doesn't stop most players from blaming the game, their opponent, or their dog for losing anyway."
S,https://glossary.infil.net/?l=S,Sako Combo,"An advanced, high execution combo popularized by Japanese fighting game player sakonoko. There have been many ""Sako combos"" across many different games, but the main thing they have in common is Sako found them via extensive labbing, and they're often so difficult to perform consistently that Sako is the first one to prove they are viable in real matches.  The first Sako combo was probably an infinite combo for Bulleta in Vampire Savior, an incredibly precise looping combo consisting of multiple just frame inputs. Since then, Sako has developed famous combos for Evil Ryu in Street Fighter IV and Menat in Street Fighter V, among many other games."
S,https://glossary.infil.net/?l=S,Safe Jump,"A very well-timed jump attack on a character who is rising from a knockdown. Your goal is to attack extremely close to when you land so that, if the character performs an invincible reversal attack, you will land and be able to block. The opponent is then forced to block your jumping attack, since reversaling doesn't work, which will give you some nice pressure and hopefully an opening.  A safe jump is an option select; with the same set of inputs, you can both attack your opponent and block if they reversal. Pretty useful! The inner workings of a safe jump rely on how much recovery you have when you land from a jumping attack. In most games, it's pretty small, so as long as you have less recovery than the startup of your opponent's reversal move, you can make it to the ground and block in time. Some games have extremely fast reversal attacks though, so if you try to safe jump those with standard methods, you'll just get smoked. Because your attack has to be so well-timed for this to work, it's really hard to just do a safe jump randomly. That's why most people have setups for them so they work consistently."
S,https://glossary.infil.net/?l=S,Safe,"A move that, when it hits or is blocked, lets you successfully block (or avoid) any possible retaliation from your opponent. Basically, as long as you make contact with this move, you cannot be punished. Sometimes a move may be safe because your opponent is too far away to do anything, even if the frame data says you can be punished in theory. So while the numbers are most of the story, sometimes good range plays a factor. Safe moves play a hugely important part of the offense in basically every fighting game.  If you want to know the science behind a move being safe, it's a race between the block stun of your move and the recovery of your move. You don't necessarily have to recover before the block stun ends (such a move is not only safe, but plus), you just have to make sure the gulf is smaller than your opponent's fastest move. So, you can be minus and safe, as long as you're not too minus."
S,https://glossary.infil.net/?l=S,Sandori,"A specific type of cross-up attack in Melty Blood: AACC that defeats the game's cross-up protection. Normally in Melty, you can block both away from your character and in the same direction as the offensive character is facing. That means if you do a ""normal"" Street Fighter-style cross-up, you can block this by holding either direction, making it useless.  To do a sandori, you jump over the opponent, perform a double jump, and then immediately cancel the double jump into a backwards air dash. Double jumping turns the offensive character around; this is the key reason why it beats cross-up protection and forces only one blocking direction to work. Then, quickly air dashing lets you stay very close to the opponent's head, leaving the mixup unreactable. One reliable way to input this (facing right) is 4756; 4 is the first input of the backdash, 7 double jumps (and turns you around), and 6 completes the backdash in your new direction.  Sandori is shorthand for the Japanese pronunciation of ""Thunder Drift"", which is the nickname given to this type of air dash movement thing. Some people think ""sandori"" is Japanese for ""3-way mixup"", but it's not."
S,https://glossary.infil.net/?l=S,Scramble,"A situation where some unlikely or surprising interactions happen, and both players start to panic a little bit and need to quickly improvise what to do. Scrambles are particularly common in fast-paced games where sloppy play is more likely and new situations that aren't often seen can spring up out of nowhere. Creative players with good game sense will often turn these ""off the book"" interactions into cool combo conversions or will always somehow be able to land the next hit despite the chaos. They're also pretty fun to watch when they happen!"
S,https://glossary.infil.net/?l=S,Sandbagging,"Intentionally playing below your ability, usually to troll your opponent or because you want to try and hit some cool, but impractical move or combo. If you're an experienced player and you're playing against beginners, sometimes it's okay to sandbag to let them get some practice in. But some players really don't like it and would prefer their opponents always try as hard as they can."
T,https://glossary.infil.net/?l=T,Target Combo,"A character-specific attack that lets a normal cancel into another, different normal. Some target combos go on for longer too, sometimes stringing together 3 or 4 normals into a long attack sequence. It's important to note these are specifically programmed to only certain characters, and often appear in their move lists as a unique ability.  It's pretty similar in concept to a chain, and depending on who you talk to and what game you're playing, that term might be used instead. The term ""target combo"" also tends to only apply to titles like Street Fighter; you'll hear ""string"" used for 3D games, or perhaps game-specific lingo like ""gatling"", to describe a similar concept."
T,https://glossary.infil.net/?l=T,T.O.P.,"A Garou: Mark of the Wolves system mechanic that makes your character stronger when their health reaches some value. It's an abbreviation of Tactical Offensive Position.  Before the match starts, you get to pick the beginning, middle, or end section of your life bar as the T.O.P. section. When your character reaches this amount of health remaining, they'll get some buffs, like slow health regeneration, added damage, and a new attack. It only lasts while your health is in this region though, so make it count. In some ways, it's similar to Capcom vs. SNK 2's ratio system."
T,https://glossary.infil.net/?l=T,TAC Infinite,"A bug in Ultimate Marvel vs. Capcom 3 that let players ignore hit stun deterioration after landing a TAC, leading to long infinite combos and plenty of dead characters. Just after Marvel 3 had patched out the DHC glitch, things were looking good until players learned that performing a TAC temporarily turned off hit stun deterioration until you touched the ground. It didn't take long for players to figure out a way to trick the game into thinking they never touched the ground, leading to a combo with no HSD and practical infinites for a large portion of the cast.  I outline the specifics of how this glitch works in my blog post on famous FG bugs, but it was never patched and the final version of UMvC3 still sees it employed regularly at high level play. The one saving grace is that, for some characters, the combo is decently hard, so even if you get it started, not dropping it under pressure is gonna be tough."
T,https://glossary.infil.net/?l=T,Taco,"A slang term that describes Iori's aerial back+LK attack. In general, you can use this to describe any air attack that has a hitbox well behind the character, such that it can only ever hit as a cross-up, but this specific Iori attack is by far the most common use of the term. It originated from the Spanish word ""tacón"", referring to the ""heel"" of Iori's foot."
T,https://glossary.infil.net/?l=T,Taunt Jet Upper,"An extremely difficult but powerful technique for Bryan in the Tekken series. Bryan's taunt contains an unblockable hit which can be canceled into other attacks, including his Jet Upper, a high damage launcher. However, performing the taunt and then correctly inputting the Jet Upper is incredibly precise, composed of multiple sequential just frames. Your reward, though, is the threat of a mid unblockable that leads to tons of damage and has nasty other fakeouts attached to it. It's just really hard to do."
T,https://glossary.infil.net/?l=T,Tag,"Switching which character you are currently controlling in a team game. Usually you will hold down one of your assist buttons for a little bit, and that character will come flying in from the side and switch positions with who you were controlling. Doing this is often horribly unsafe, but there are moments when it can work, including sometimes during combos. If you want to try and switch out a character that's low on life and about to die, maybe try a safer method like a DHC."
T,https://glossary.infil.net/?l=T,Team Game,"Any fighting game where you select multiple characters and use them together to win a match. The most common use of the term will involve games where you can switch team members on the fly and use your backup characters as assists, like the Versus series or Dragon Ball FighterZ. You may also hear it used for games where your team members play multiple 1-on-1 fights in a row in isolation, like the King of Fighters series."
T,https://glossary.infil.net/?l=T,Taunt,"A special technique that causes your character to stop fighting and perform an act of showmanship, often disrespectful. In some rare cases (such as Street Fighter III: 3rd Strike), taunts can have a character-specific in-game effects such as increased attack or defensive power, but for the most part, they exist only to aggravate your opponent... and they do a fantastic job of that."
T,https://glossary.infil.net/?l=T,Tatsu,"The name of a shoto special move where the character travels forward with their foot extended, usually spinning like a top while doing so. It is sometimes called ""Hurricane Kick"" in English, but many in the community call it ""tatsu"", a shortened version of the Japanese name. Tatsus are often briefly projectile invincible which can help you win fireball wars, and they're often good combo enders too.  You can use the generic term ""tatsu"" to refer to a move in any fighting game where the character leads with their foot, flying forward; bonus points if they're spinning and if the command is mapped to quarter circle back. Also, like the term ""fireball"", you can also just use ""tatsu"" as a shorthand for ""quarter circle back"" itself, if you're trying to describe an input quickly (even if the resulting move is not a spinning kick thing)."
T,https://glossary.infil.net/?l=T,Team Aerial Combo,"A Marvel vs. Capcom 3 mechanic available during any air combo that will launch the opponent in one of three directions, then tag in a teammate to continue the combo. Often abbreviated to ""TAC"". You get to pick the direction you launch (whether up, to the side, or down), and your opponent can counter this and escape the combo entirely if they guess the direction, kind of like a mini combo breaker.  TACs can be useful to bring in a teammate when you are low on life, but in competitive play, players found an exploit and primarily use them to do infinite combos."
U,https://glossary.infil.net/?l=U,Unblockable,"An attack that cannot be blocked. As you probably figured out, trying to block the attack will cause you to get hit instead. While technically all throws are unblockable, the term usually refers to a physical strike or projectile that has this property. Some examples include certain charge moves in the Soul Calibur series, Level 3 Focus Attacks in the Street Fighter IV series, and Sentinel's laser barf in Marvel vs Capcom 2. Usually unblockable attacks are either very slow, or the precursor to a fist coming your way at the arcade.  You'll also use the term to talk about setups that cause a move to hit you both high and low, or left and right, at the same time and bypass your ability to block. These are pretty common in games like SFIII: 3rd Strike, Marvel vs. Capcom 3, and older Guilty Gear titles, but more and more modern games are using unblockable protection to try and avoid these situations."
U,https://glossary.infil.net/?l=U,Ukemizeme,"Trying to specifically read which way a defender will rise after being knocked down (their ""ukemi"") and then choosing an appropriate offensive response. Because there are so many ways to get off the ground in Virtua Fighter, you'll have to lab specific ways to deal with each of these wakeup options. This can include using attacks that might cover multiple options at once, or trying to react to your opponent's choice and start offensive pressure that will give them a really hard time.  Ukemizeme is a subset of okizeme. While oki describes ""general"" mind games around how to attack a knocked down opponent, ukemizeme really focuses on the subtleties of when and how you call out your opponent's tech roll direction and timing."
U,https://glossary.infil.net/?l=U,Unblockable Protection,"A game mechanic that some games use to try to prevent certain types of undesired unblockables, most specifically the ones where two different attacks hit you both overhead and low, or both cross-up and not cross-up, on the exact same frame. This particular type of unblockable can be easy to set up in certain team games where you and an assist can attack at the same time. Typically, in situations where the game determines two attacks about to hit you simultaneously, the game will just accept any block input as correct. While this can prevent ""true"" unblockables, you might be left with situations that are still pretty messed up."
U,https://glossary.infil.net/?l=U,Universal Controller Fix,"A software mod for Smash Bros. Melee that adjusts two aspects of Melee's code to work better on all Gamecube controllers. The mod tweaks two specific things: it changes the dashback buffer to work the same as forward dashes (no longer requiring a 1-frame window to do a turn-less back dash), and it makes shield dropping easier when you roll the stick from left or right to down-left or down-right, making it harder to get accidental spot dodges.  The reason this is needed is because all Gamecube controllers are not made equal; small changes in build quality between factories and production year can change how easy it is to perform these incredibly precise Melee techniques. Historically, players have had to buy and test multiple controllers or try finicky hardware mods to use a ""good"" controller. UCF makes all controllers equally able to perform these techniques, and is used at virtually all Melee tournaments today."
U,https://glossary.infil.net/?l=U,Ultimate,"An extra flashy way you can end your Ultra Combo, as long as you have earned a Supreme Victory. Simply press LP and LK together shortly after starting the ultra, and you'll transition to a cinematic finisher. Only 15 of the 29 characters in the 2013 version of KI have an Ultimate Combo."
U,https://glossary.infil.net/?l=U,Umeshoryu,"A psychic shoryuken done at an unexpected time that hits your opponent, made famous by fighting game legend Daigo Umehara. You gotta make sure the shoryu is done pretty much out of nowhere, like while you are applying pressure or while you are jockeying for position during footsies, and it can't be a reaction to something; it has to be done purely on anticipation. Oh, and it has to actually hit. It's not an umeshoryu if it doesn't work.  To be honest, you can apply this ""ume"" prefix to pretty much anything if it comes out of nowhere and looks like a genius move. If nobody has thrown a fireball for 30 seconds, but you somehow just magically jump the instant one is thrown, you might call that an ""umejump""."
U,https://glossary.infil.net/?l=U,Undizzy,"A Skullgirls system that is designed to prevent long, touch of death combos. After a brief opening section of the combo where you are allowed to do what you want, the game will begin to fill a green bar located under your health bar (called the Drama Meter) for each hit in your combo. Once the bar gets full, the opponent can burst for free, ending your combo. The bar goes down slowly when a combo is not happening, so you cannot do long combos and then land a reset to bypass the Undizzy system.  It's the second system in Skullgirls designed to protect against infinite combos, the first being the appropriately-named Infinite Prevention System. While that did a good job preventing true infinites by forcing variation, characters still died to one combo anyway. These two systems put together ensure that combos need to be varied and that they can't be too long. Undizzy was originally a system in Marvel vs. Capcom 2, which prevented certain infinites from going on too long."
U,https://glossary.infil.net/?l=U,Ultra Combo,"A special ender in Killer Instinct that immediately ends the match, as long as the opponent has 15% life or less remaining on their final health bar. Like all enders, you have to do an opener first, although because Ultras are not combo breakable, you can (and should!) do opener-ender as often as possible to finish matches without any break chance. Ultras are extremely important to KI strategy and they're used very often.  Street Fighter IV also has a comeback mechanic with this name. As you take damage over the course of a round, you build your ""Revenge Gauge"", which lets you perform one of two pre-selected Ultra Combos. They are effectively just flashier versions of a super that did a lot of damage. Comboing into them from a Focus Attack Dash Cancel was common for many characters."
U,https://glossary.infil.net/?l=U,Unfly,"A special move in some team games that stops you from Flying and returns you to regular movement. It's usually mapped to the same input as Fly so that input simply turns your flight mode on or off as necessary. Especially in older Marvel vs. Capcom games, the pressure you could generate from repeated Fly and Unfly sequences was pretty ridiculous, and the execution was famously difficult."
U,https://glossary.infil.net/?l=U,Unbreakable,"An attack or combo that can't be combo broken. In Killer Instinct, your first attack in a combo, or any stray hit in neutral, is always unbreakable. And almost always, your combo will be unbreakable up until you use a special move (called an opener), which means you can front-load a lot of damage before the opponent can try to combo break if you want! Most projectiles are also unbreakable, so you'll see some characters like Jago using a bunch of projectiles in combos without any risk.  In order to cash out a combo in KI, you will need to give at least one break chance to your opponent, so unbreakable combos won't be able to touch that juicy white life. If you try, you'll trigger a mistake called opener-ender and that's bad. The Mortal Kombat series has its own rules about which combos can be broken; in a game like MK11, if you keep your opponent on the ground (and do not launch them), the combo will be unbreakable."
V,https://glossary.infil.net/?l=V,Valle CC,"An unblockable attack in Street Fighter Alpha 2, discovered by and named after American fighting game legend Alex Valle. If you activated your custom combo (CC) mode and noticed your opponent was not crouch blocking during the screen freeze, you could immediately attack them low and they could not block, which could lead to huge damage with your custom combo turned on. For more on this and other famous fighting game bugs, check out my blog post on the topic."
V,https://glossary.infil.net/?l=V,V-Skill,"A character-specific Street Fighter V technique, activated by pressing medium punch and medium kick together. You can basically think of it like an alternate special move that builds your V-Gauge (used for V-Reversals and V-Trigger) if it connects with your opponent. Each character has two V-Skill options, and they'll pick one on the character select screen to use in the fight."
V,https://glossary.infil.net/?l=V,Variation,"A system in some Mortal Kombat games that gives multiple ways to play a character. Each variation for a character will have some common moves that are always available, and then add some unique moves you can't find in other variations, such as new attacks, movement options, or changes to the properties of existing moves. There are preset variations built by the developers, and some MK games even let you customize your own variation from a collection of all the character's possible moves."
V,https://glossary.infil.net/?l=V,V-Trigger,"A central comeback mechanic in Street Fighter V. Your ""V-Gauge"" fills up as you take damage or successfully use your V-Skill, and when it's full, you can activate your V-Trigger, which usually powers up your character in a unique way for a good length of time (or, for some fighters, it is just simply a strong one-time use move with no powerup).  At the character select screen, you can choose between two unique V-Triggers to bring into battle — some characters may switch up their V-Trigger depending on the matchup, while others tend to find the most success just sticking with the same one, no matter who they're fighting. V-Triggers are strong tools that can drastically turn the tide of battle, but to use them, you can't spend your gauge on V-Reversals or V-Shifts, so it's a trade-off."
V,https://glossary.infil.net/?l=V,Vanish,"A technique in Dragon Ball FighterZ where you disappear in place, appear on the other side of your opponent and hit them away. Vanish is performed by pressing M+H and costs 1 bar of super meter. It will wall bounce when used after certain moves, making it a great combo extender, and since it is plus on block, you can cancel attacks into Vanish to try and make yourself safe (but be careful, if done poorly you can be anti-aired). While in Sparking, you can hold the Vanish buttons and not perform the automatic strike after the teleport, which lets you get some extra juice by freestyling mixups and combos."
V,https://glossary.infil.net/?l=V,V-Reversal,"A defensive mechanic in Street Fighter V that lets you attack while blocking. You consume one stock of your ""V-Gauge"" (which is also shared for use with your V-Trigger), and your character will do an attack which is invincible to all hits but can be thrown. Usually, your character will knock the opponent out of the way, dealing some gray life while you get some breathing space. This gray life isn't ""real"" damage until you land another attack, so you'll have to capitalize on your chance before the life heals a few seconds later.  V-Reversals are one of several different ""attack while blocking"" mechanics found across many games, starting with Street Fighter Alpha's alpha counter. The push and pull between using your V-Gauge for defensive V-Reversals and offensive V-Triggers is one of Street Fighter V's main strategic draws."
V,https://glossary.infil.net/?l=V,Veil Off,"A technique that powers up your character in Under Night In-Birth, often shortened to VO. You need at least half of your EXS gauge filled, and then you press A+B+C. You will enter an install state where you get a 20% damage boost, and all your super meter drains on a timer. While the timer is draining, your EX moves and Infinite Worth super attacks will cost less meter than normal, allowing for combos that wouldn't usually be possible!   The activation for Veil Off can also be used defensively. It is invincible at the start, so you can use it as a reversal, and you can also do it while blocking as a ""get off me"" move. If your Veil Off hits the opponent, you will GRD break them! But if they block it, you'll be in for a big punish. Activating Veil Off will immediately clear your own GRD break as well, so once you get half super meter, you can spend it to reverse an unfortunate GRD break if you like. There's also a stronger version of this called Crosscast Veil Off."
V,https://glossary.infil.net/?l=V,V-Shift,"A Street Fighter V mechanic that lets you defensively dodge an attack and follow up with a counter-attack. For the cost of 1 V-Gauge bar (a meter also shared with doing V-Reversals and V-Triggers), pressing MK + HP in neutral will perform a V-Shift. You will emit a blue aura and do an invincible backdash, slowing down time if your opponent happened to attack at the same time.  At the end of the backdash, you can then do an automatic follow-up attack called V-Shift Break, or any attack of your choice, which might punish the opponent based on what you dodged. You get a rebate of one-half of the V-Gauge spent if you successfully dodged an attack too! But if your opponent did not attack, you won't get the slow motion effect, you won't get the V-Gauge rebate, and you'll be punishable. V-Shift was added late into the lifecycle of Street Fighter V and gave some situational ways to dodge and punish some common frame traps and powerful close-range moves."
V,https://glossary.infil.net/?l=V,V-Shift Break,"An automatic follow-up attack you can perform after you successfully dodge an attack with V-Shift. By pressing MK+HP (again) during the slow-motion dodge animation, your character will lunge forward with a basic punch or kick that keeps your full invincibility from the V-Shift, causes a knockdown and deals some gray life. It's a way for you to get some breathing space if you don't have a good invincible attack to follow up with, like a dragon punch or a super, or you are worried about being out of range of those attacks. It's a slow attack, but fortunately it will be safe if it's blocked."
V,https://glossary.infil.net/?l=V,Vanilla,"The basic, first version of a game. Vanilla Street Fighter IV, for instance, is the initial version that came to consoles in 2009, not any of the updated versions like Super Street Fighter IV. Use it when you want to be clear which version you're talking about. Sentences like ""Sagat was really good in Vanilla"" are fine."
W,https://glossary.infil.net/?l=W,Wavebounce,"Doing both a B-Reverse and a Turnaround-B during the same special move. If your eyes rolled back in your head while reading that sentence, you're not alone. Let's break it down a little bit.  B-Reverses let you perform a special move in the opposite direction, while also reversing your momentum. Turnaround-Bs will do a special move in the opposite direction, but not reverse your momentum. The combination of these techniques means your character will reverse their direction, but not the direction they're facing. So, the character is pointing at you, drifting backwards, and then suddenly they're pointing at you, coming forwards while attacking.  To do this, you need to tap away with the analog stick, then do your special move, then tap forward quickly. It's harder than doing either technique individually, and the benefits of the movement aren't quite as nice, so you tend to not see it too much."
W,https://glossary.infil.net/?l=W,Window,"A period of time. It's usually used to describe how much time you have to perform a certain action; for example, ""you have a window of 5 frames to perform a reversal"" or ""after performing a special move, you have a window of 30 frames to Meter Burn it"". It's related in some ways to buffering, but that usually implies a much more technical meaning than window, which can be used really generally if you want."
W,https://glossary.infil.net/?l=W,Wong Factor,"A phenomenon that occasionally happens to opponents of legendary fighting game player Justin Wong in big tournament matches. They'll play well for most of the match, and then right when they need to solidify their win, they'll just crumble in the heat of the moment, usually by dropping an easy combo or letting Justin wrestle momentum back for a huge comeback.  Whether it's tournament nerves or just Justin's ability to put a vice-like grip on his opponent's emotions through his gameplay, it seems like many people just can't keep it together when it matters most. Perhaps the original Wong Factor moment was this legendary comeback against IFCYipes at the EVO 2007 Marvel vs. Capcom 2 tournament."
W,https://glossary.infil.net/?l=W,While Running,"The state you're in while you are running forward. In games like Tekken, certain attacks can only be performed While Running (WR), and there are techniques to go from standing still to performing a WR move very quickly; this is called ""instant While Running"" and abbreviated ""iWR"". You have to be careful of the notation though, since in games like Soulcalibur, WR can mean While Rising, whereas Tekken calls that state ""While Standing"" and abbreviates it WS to try to dodge the confusion."
W,https://glossary.infil.net/?l=W,Wobbling,"An infinite combo performed by Ice Climbers in Super Smash Bros. Melee. The lead Ice Climber grabs the opponent and starts pummeling them, while the backup Ice Climber, who has been desynched, attacks in the background in an offset rhythm. Together, the pattern is inescapable and goes on forever, but to prevent running out the clock, most competitions will force the Ice Climbers to kill with a smash attack after enough damage has been dealt.  Named after Texas Smash player Wobbles, wobbling has a contentious history, as most infinite combos do. Some believe it is too much reward for a simple grab and is boring to watch, while others believe it gives the strength needed for an otherwise weak character to compete and is no worse than other guaranteed death sequences in the game. In the end, many tournaments chose to ban wobbling, but not without controversy."
W,https://glossary.infil.net/?l=W,Wall Splat,"Attacking someone into a wall; if you use the right move, they will splat against the wall and crumble in front of it, open to more hits. In Tekken, this works against any wall that is not designated to break (most of them will work fine). Ideally, you want to hit them directly backwards into the wall so you don't get a side wall. In Killer Instinct, you can wall splat against the corner of a stage if you use a move marked with the wall splat property. For most characters, that is likely to be their designated wall splat ender."
W,https://glossary.infil.net/?l=W,Weapon Catch,"Trying to catch your opponent's weapon in Samurai Shodown and rip it out of their hands. It's basically the disarmed version of Deflect; it's the same input and it tries to counter the same moves, but if you happen to catch a move while you are disarmed, you will immediately disarm your opponent as well, sending their weapon flying to a random spot on the screen, and knock them down. Fighting without your weapon isn't very fun in SamSho, but at least this high-risk move can make your opponent feel the same pain."
W,https://glossary.infil.net/?l=W,Wager,"A system in Injustice that lets you escape a combo once per match, as long as you're on your second health bar. Also called a ""Clash"". Press forward plus the Meter Burn button when you're getting hit to initiate a Wager. Your character will break the combo and initiate a close-range struggle with the opponent. After delivering some witty lines, both players choose how many bars of super meter they'd want to wager (even 0).  After both players have input their choice, the characters push each other apart. If the defender wagered more meter, they will get health back. If the original attacker wagered more, they will deal damage. The amount of health gained/lost depends on how many more bars of meter you wagered than your opponent, up to a maximum of 33% health if you won by a 4 bar margin.  If you start the Wager with more super meter than your opponent, you hold the cards because you can guarantee a win by wagering it all. But your opponent may not wager anything, knowing they will lose, which means... maybe you can get away with wagering less than everything and still win? Should you risk it? These are the types of decisions you'll have to make with this system, but even if you lose the wager, at least you'll always escape the combo, which is the primary goal."
W,https://glossary.infil.net/?l=W,Wavedash,"A slang term for a certain type of movement that looks like your character is sliding along the ground. Wavedashes almost always move in discrete, repeated chunks (or ""waves""), hence the name. They usually result from using some way to move forward, canceling that movement option halfway through, then repeating it over and over.  How wavedashes work differ depending on the game. In Super Smash Bros. Melee, you can slide along the ground by jumping and using a low, angular air dodge repeatedly. In Marvel vs. Capcom 3, you can use a forward dash and cancel it by crouching before dashing again (although plink dashing ended up being a superior movement option). In Tekken, Mishimas can repeat a certain special move called a Crouch Dash over and over to skitter across the stage, tracking your character and threatening with many dangerous attacks. The main thing in common is just how the characters look while they're moving."
W,https://glossary.infil.net/?l=W,Whiff,"An attack that neither hits nor is blocked. You swung and you missed entirely. Good players will often punish you for this, but it's not always bad — sometimes, whiffing fast attacks can be good for faking people out or controlling space."
